FIRSTLINE,꼬렛[알로라폼],레트라[알로라폼],라이츄[알로라폼],모래두지[알로라폼],고지[알로라폼],식스테일[알로라폼],나인테일[알로라폼],디그다[알로라폼],닥트리오[알로라폼],페르시온[알로라폼],꼬마돌[알로라폼],데구리[알로라폼],딱구리[알로라폼],질퍽이[알로라폼],질뻐기[알로라폼],나시[알로라폼],텅구리[알로라폼],캐스퐁[노말폼],캐스퐁[맑음폼],캐스퐁[비폼],캐스퐁[눈폼],테오키스[어택폼],테오키스[디펜스폼],테오키스[노말폼],테오키스[스피드폼],도롱마담[초목도롱],도롱마담[모래땅도롱],도롱마담[슈레도롱],체리꼬[네거티브폼],체리꼬[포지티브폼],깝질무[신오동쪽폼],깝질무[신오서쪽폼],트리토돈[신오동쪽폼],트리토돈[신오서쪽폼],로토무[노말폼],로토무[스핀폼],로토무[프로스트폼],로토무[히트폼],로토무[커트폼],로토무[워시폼],기라티나[어나더폼],기라티나[오리진폼],쉐이미[랜드폼],쉐이미[스카이폼],아르세우스[노말폼],아르세우스[격투폼],아르세우스[비행폼],아르세우스[독폼],아르세우스[땅폼],아르세우스[바위폼],아르세우스[벌레폼],아르세우스[고스트폼],아르세우스[강철폼],아르세우스[불폼],아르세우스[물폼],아르세우스[풀폼],아르세우스[전기폼],아르세우스[에스퍼폼],아르세우스[얼음폼],아르세우스[용폼],아르세우스[악폼],아르세우스[페어리폼]
19,꼬렛[알로라폼],악,노말,103,70,102,450,315,419,524,630,682,734,1 km,50%,20%,전광석화,12,필살앞니,38.4,전광석화,12,깨물어부수기,26.3
20,레트라[알로라폼],악,노말,135,154,181,264,730,974,1217,1461,1583,1705,1 km,20%,7%,전광석화,12,파괴광선,47.4,전광석화,12,파괴광선,47.4
26,라이츄[알로라폼],전기,에스퍼,201,154,155,183,980,1306,1633,1960,2123,2286,1 km,10%,6%,스파크,10.3,와일드볼트,41.5,볼트체인지,10.4,와일드볼트,41.5
27,모래두지[알로라폼],얼음,강철,125,129,137,332,554,739,924,1108,1201,1293,3 km,50%,10%,메탈크로우,13.7,눈보라,50.3,눈싸라기,7.2,눈보라,50.3
28,고지[알로라폼],얼음,강철,177,195,181,149,1042,1390,1737,2085,2259,2432,3 km,20%,6%,메탈크로우,13.7,눈보라,50.3,눈싸라기,7.2,눈보라,50.3
37,식스테일[알로라폼],얼음,NONE,96,109,116,427,378,504,631,757,820,883,3 km,30%,10%,눈싸라기,7.2,눈보라,50.3,사념의박치기,10.9,냉동빔,32.7
38,나인테일[알로라폼],얼음,페어리,170,193,177,174,989,1319,1649,1979,2144,2309,3 km,10%,6%,속여때리기,11.1,매지컬샤인,34.3,눈싸라기,7.2,매지컬샤인,34.3
50,디그다[알로라폼],땅,강철,109,82,67,460,296,394,493,592,641,690,3 km,50%,10%,메탈크로우,13.7,진흙폭탄,28.7,진흙뿌리기,12.9,구멍파기,25.5
51,닥트리오[알로라폼],땅,강철,201,145,111,294,820,1094,1368,1641,1778,1915,3 km,20%,6%,메탈크로우,13.7,지진,40,진흙뿌리기,12.9,지진,40
53,페르시온[알로라폼],악,NONE,158,136,163,275,759,1012,1265,1518,1644,1771,3 km,20%,7%,속여때리기,13.3,속임수,42,속여때리기,13.3,악의파동,32
74,꼬마돌[알로라폼],바위,전기,132,132,120,326,554,739,923,1108,1201,1293,1 km,50%,10%,돌떨구기,16,10만볼트,38.4,볼트체인지,10.4,10만볼트,38.4
75,데구리[알로라폼],바위,전기,164,164,146,239,813,1084,1355,1626,1762,1897,1 km,25%,7%,돌떨구기,16,10만볼트,38.4,볼트체인지,10.4,10만볼트,38.4
76,딱구리[알로라폼],바위,전기,211,198,190,71,1264,1685,2106,2528,2738,2949,1 km,12.5%,5%,돌떨구기,16,와일드볼트,41.5,볼트체인지,10.4,와일드볼트,41.5
88,질퍽이[알로라폼],독,악,135,90,190,311,589,785,981,1178,1276,1374,3 km,50%,10%,독찌르기,15,오물폭탄,41.7,독찌르기,15,오물폭탄,41.7
89,질뻐기[알로라폼],독,악,190,172,233,92,1181,1575,1969,2363,2560,2757,3 km,20%,6%,독찌르기,15,더스트슈트,50.3,독찌르기,15,악의파동,32
